site_key,name_en,unesco_id,category,criteria_display,criteria_count,countries,region,continent,latitude,longitude,inscription_year,inscription_decade,age_years,is_transboundary,is_endangered,area_hectares,has_image,components_count,geographic_type,unesco_url,description_en
historic_centre_of_puebla,Historic Centre of Puebla,416,Cultural,(ii)(iv),2,MEX,Latin America and the Caribbean,Americas,,,1987,1980s,38,False,False,690,True,1,Urban,https://whc.unesco.org/en/list/416,"Puebla, which was founded ex nihilo in 1531, is situated about 100 km east of Mexico City, at the foot of the Popocatepetl volcano. It has preserved its great religious structures such as the 16th–17th-century cathedral and fine buildings like the old archbishop's palace, as well as a host of houses with walls covered in tiles (azulejos). The new aesthetic concepts resulting from the fusion of European and American styles were adopted locally and are peculiar to the Baroque district of Puebla."
historic_centre_of_zacatecas,Historic Centre of Zacatecas,676,Cultural,(ii)(iv),2,MEX,Latin America and the Caribbean,Americas,,,1993,1990s,32,False,False,207.72,True,1,Urban,https://whc.unesco.org/en/list/676,"Founded in 1546 after the discovery of a rich silver lode, Zacatecas reached the height of its prosperity in the 16th and 17th centuries. Built on the steep slopes of a narrow valley, the town has breathtaking views and there are many old buildings, both religious and civil. The cathedral, built between 1730 and 1760, dominates the centre of the town. It is notable for its harmonious design and the Baroque profusion of its façades, where European and indigenous decorative elements are found side"
historic_monuments_zone_of_tlacotalpan,Historic Monuments Zone of Tlacotalpan,862,Cultural,(ii)(iv),2,MEX,Latin America and the Caribbean,Americas,,,1998,1990s,27,False,False,75,True,1,Coastal,https://whc.unesco.org/en/list/862,"Tlacotalpan, a Spanish colonial river port on the Gulf coast of Mexico, was founded in the mid-16th century. It has preserved its original urban fabric to a remarkable degree, with wide streets, colonnaded houses in a profusion of styles and colours, and many mature trees in the public open spaces and private gardens."
historic_town_of_guanajuato_and_adjacent_mines,Historic Town of Guanajuato and Adjacent Mines,482,Cultural,(i)(ii)(iv),3,MEX,Latin America and the Caribbean,Americas,,,1988,1980s,37,False,False,2167.5,True,1,Urban,https://whc.unesco.org/en/list/482,"Founded by the Spanish in the early 16th century, Guanajuato became the world's leading silver-extraction centre in the 18th century. This past can be seen in its 'subterranean streets' and the 'Boca del Inferno', a mineshaft that plunges a breathtaking 600 m. The town's fine Baroque and neoclassical buildings, resulting from the prosperity of the mines, have influenced buildings throughout central Mexico. The churches of La Compañía and La Valenciana are considered to be among the most beautifu"
pre_hispanic_city_and_national_park_of_palenque,Pre-Hispanic City and National Park of Palenque,411,Cultural,(i)(ii)(iii)(iv),4,MEX,Latin America and the Caribbean,Americas,,,1987,1980s,38,False,False,1772,True,1,River/Valley,https://whc.unesco.org/en/list/411,"A prime example of a Mayan sanctuary of the classical period, Palenque was at its height between AD 500 and 700, when its influence extended throughout the basin of the Usumacinta River. The elegance and craftsmanship of the buildings, as well as the lightness of the sculpted reliefs with their Mayan mythological themes, attest to the creative genius of this civilization."
islands_and_protected_areas_of_the_gulf_of_california,Islands and Protected Areas of the Gulf of California,1182,Natural,(vii)(ix)(x),3,MEX,Latin America and the Caribbean,Americas,,,2005,2000s,20,False,True,688558,True,12,Coastal,https://whc.unesco.org/en/list/1182,"The site comprises 244 islands, islets and coastal areas that are located in the Gulf of California in north-eastern Mexico. The Sea of Cortez and its islands have been called a natural laboratory for the investigation of speciation. Moreover, almost all major oceanographic processes occurring in the planet’s oceans are present in the property, giving it extraordinary importance for study. The site is one of striking natural beauty in a dramatic setting formed by rugged islands with high cliffs "
pre_hispanic_city_of_chichen_itza,Pre-Hispanic City of Chichen-Itza,483,Cultural,(i)(ii)(iii),3,MEX,Latin America and the Caribbean,Americas,,,1988,1980s,37,False,False,0,True,1,Urban,https://whc.unesco.org/en/list/483,"This sacred site was one of the greatest Mayan centres of the Yucatán peninsula. Throughout its nearly 1,000-year history, different peoples have left their mark on the city. The Maya and Toltec vision of the world and the universe is revealed in their stone monuments and artistic works. The fusion of Mayan construction techniques with new elements from central Mexico make Chichen-Itza one of the most important examples of the Mayan-Toltec civilization in Yucatán. Several buildings have survived"
protective_town_of_san_miguel_and_the_sanctuary_of_jesus_nazareno_de_atotonilco,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,1274,Cultural,(ii)(iv),2,MEX,Latin America and the Caribbean,Americas,,,2008,2000s,17,False,False,46.95,True,2,Urban,https://whc.unesco.org/en/list/1274,"The fortified town, first established in the 16th century to protect the Royal Route inland, reached its apogee in the 18th century when many of its outstanding religious and civic buildings were built in the style of the Mexican Baroque. Some of these buildings are masterpieces of the style that evolved in the transition from Baroque to neoclassical. Situated 14 km from the town, the Jesuit sanctuary, also dating from the 18th century, is one of the finest examples of Baroque art and architectu"
crac_des_chevaliers_and_qalat_salah_el_din,Crac des Chevaliers and Qal’at Salah El-Din,1229,Cultural,(ii)(iv),2,SYR,Arab States,Asia,,,2006,2000s,19,False,True,8.87,True,2,Cultural Landscape,https://whc.unesco.org/en/list/1229,"These two castles represent the most significant examples illustrating the exchange of influences and documenting the evolution of fortified architecture in the Near East during the time of the Crusades (11th - 13th centuries). The Crac des Chevaliers was built by the Hospitaller Order of Saint John of Jerusalem from 1142 to 1271. With further construction by the Mamluks in the late 13th century, it ranks among the best-preserved examples of the Crusader castles. The Qal’at Salah El-Din (Fortres"
wixarika_route_through_sacred_sites_to_wirikuta_tatehuari_huajuye,Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),1704,Cultural,(iii),1,MEX,Latin America and the Caribbean,Americas,,,2025,2020s,0,False,False,135420.64,True,20,Desert,https://whc.unesco.org/en/list/1704,"The Wixárika Route is a serial property of 20 sites, spanning over 500 km across five states in north-central Mexico. This “braid of trails” connects sacred landscapes central to the spiritual and cultural practices of the Wixárika Indigenous Peoples. Beginning in the Huichol Sierra, the route leads to Wirikuta in the Chihuahuan Desert, with additional sacred sites in Nayarit and Durango. Traversing diverse ecological regions, the route supports rituals tied to ancestral deities, agriculture, an"
phu_phrabat_a_testimony_to_the_sima_stone_tradition_of_the_dvaravati_period,"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",1507,Cultural,(iii)(v),2,THA,Asia and the Pacific,Unknown,,,2024,2020s,1,False,False,585.955,True,2,Mountain,https://whc.unesco.org/en/list/1507,"The property illustrates the Sīma stone tradition of the Dvaravati period (7th-11th centuries CE). While sacred boundary markers for areas of Theravada Buddhist monastic practice vary in materials, extensive use of stones is found only in the Khorat Plateau region in Southeast Asia. Buddhism’s arrival in the 7th century led to an increase in the erection of Sīma stones throughout the region for over four centuries. The Phu Phrabat Mountain area preserves the largest corpus in the world of in sit"
deer_stone_monuments_and_related_bronze_age_sites,Deer Stone Monuments and Related Bronze Age Sites,1621,Cultural,(i)(iii),2,MNG,Asia and the Pacific,Unknown,,,2023,2020s,2,False,False,9768.87,True,4,Cultural Landscape,https://whc.unesco.org/en/list/1621,"Located on the slopes of the Khangai Ridge in central Mongolia, these deer stones were used for ceremonial and funerary practices. Dating from about 1200 to 600 BCE, they stand up to four metres tall and are set directly in the ground as single standing stones or in groups, and are almost always located in complexes that include large burial mounds called khirgisüürs and sacrificial altars. Covered with highly stylized or representational engravings of stags, deer stones are the most important s"
archaeological_site_of_volubilis,Archaeological Site of Volubilis,836,Cultural,(ii)(iii)(iv),3,MAR,Arab States,Asia,,,1997,1990s,28,False,False,42,True,1,Cultural Landscape,https://whc.unesco.org/en/list/836,"The Mauritanian capital, founded in the 3rd century B.C., became an important outpost of the Roman Empire and was graced with many fine buildings. Extensive remains of these survive in the archaeological site, located in a fertile agricultural area. Volubilis was later briefly to become the capital of Idris I, founder of the Idrisid dynasty, who is buried at nearby Moulay Idris."
uvs_nuur_basin,Uvs Nuur Basin,769,Natural,(ix)(x),2,"MNG, RUS",Asia and the Pacific,Unknown,,,2003,2000s,22,True,False,898063.5,True,12,Mountain,https://whc.unesco.org/en/list/769,"The Uvs Nuur Basin (1,068,853 ha), is the northernmost of the enclosed basins of Central Asia. It takes its name from Uvs Nuur Lake, a large, shallow and very saline lake, important for migrating birds, waterfowl and seabirds. The site is made up of twelve protected areas representing the major biomes of eastern Eurasia. The steppe ecosystem supports a rich diversity of birds and the desert is home to a number of rare gerbil, jerboas and the marbled polecat. The mountains are an important refuge"
natural_and_culturo_historical_region_of_kotor,Natural and Culturo-Historical Region of Kotor,125,Cultural,(i)(ii)(iii)(iv),4,MNE,Europe and North America,Europe,,,1979,1970s,46,False,False,14600,True,1,Coastal,https://whc.unesco.org/en/list/125,"In the Middle Ages, this natural harbour on the Adriatic coast in Montenegro was an important artistic and commercial centre with its own famous schools of masonry and iconography. A large number of the monuments (including four Romanesque churches and the town walls) were seriously damaged by the 1979 earthquake but the town has been restored, largely with UNESCO’s help."
